Sentence_id,Text,Speaker,Speaker_title,Speaker_party,File_id,Length,Line_number,Sentiment,Verdict
2455,"In the meantime, folks out there with insurance, you're already getting a rebate.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,13,829,0.665726,1
2456,Let me make one last point.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,6,830,-0.291746,-1
2457,"Governor Romney says, we should replace it, I'm just going to repeal it, but -- but we can replace it with something.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,22,831,0.0,0
2458,"But the problem is, he hasn't described what exactly we'd replace it with, other than saying we're going to leave it to the states.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,24,832,-0.513503,1
2459,"But the fact of the matter is that some of the prescriptions that he's offered, like letting you buy insurance across state lines, there's no indication that that somehow is going to help somebody who's got a pre-existing condition be able to finally buy insurance.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,45,833,0.460314,-1
2460,"In fact, it's estimated that by repealing Obamacare, you're looking at 50 million people losing health insurance...",Barack Obama,President,DEMOCRAT,2012-10-03.txt,17,834,-0.753021,1
2462,... at a time when it's vitally important.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,8,836,0.648895,-1
2468,"Well, actually it's -- it's -- it's a lengthy description.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,10,842,0.538438,0
2469,"But, number one, preexisting conditions are covered under my plan.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,10,843,-0.373084,1
2470,"Number two, young people are able to stay on their family plan.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,12,844,0.310027,-1
2471,That's already offered in the private marketplace.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,7,845,0.0,1
2472,You don't have to have the government mandate that for that to occur.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,13,846,-0.277279,-1
2473,"But let's come back to something the president and I agree on, which is the key task we have in health care is to get the cost down so it's more affordable for families.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,34,847,0.89555,-1
2474,"And then he has as a model for doing that a board of people at the government, an unelected board, appointed board, who are going to decide what kind of treatment you ought to have.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,35,848,0.0,1
2476,"In my opinion, the government is not effective in -- in bringing down the cost of almost anything.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,18,850,-0.642023,-1
2477,"As a matter of fact, free people and free enterprises trying to find ways to do things better are able to be more effective in bringing down the cost than the government will ever be.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,35,851,0.879796,-1
2478,"Your example of the Cleveland Clinic is my case in point, along with several others I could describe.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,18,852,0.0,-1
2479,This is the private market.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,5,853,0.0,0
2480,"These are small -- these are enterprises competing with each other, learning how to do better and better jobs.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,19,854,0.67089,-1
2481,"I used to consult to businesses -- excuse me, to hospitals and to health care providers.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,16,855,0.275959,0
2482,I was astonished at the creativity and innovation that exists in the American people.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,14,856,0.69459,-1
2483,"In order to bring the cost of health care down, we don't need to have a board of 15 people telling us what kinds of treatments we should have.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,29,857,0.631628,-1
2484,"We instead need to put insurance plans, providers, hospitals, doctors on target such that they have an incentive, as you say, performance pay, for doing an excellent job, for keeping costs down, and that's happening.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,35,858,0.862885,-1
2485,"Innermountain Healthcare does it superbly well, Mayo Clinic is doing it superbly well, Cleveland Clinic, others.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,16,859,0.940903,1
2486,"But the right answer is not to have the federal government take over health care and start mandating to the providers across America, telling a patient and a doctor what kind of treatment they can have.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,36,860,0.431663,-1
2487,That's the wrong way to go.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,6,861,-0.713161,-1
2488,The private market and individual responsibility always work best.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,9,862,0.422709,1
2489,Let me just point out first of all this board that we're talking about can't make decisions about what treatments are given.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,22,863,0.0,1
2490,That's explicitly prohibited in the law.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,6,864,-0.518164,1
2491,"But let's go back to what Governor Romney indicated, that under his plan, he would be able to cover people with preexisting conditions.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,23,865,0.0,1
2492,"Well, actually Governor, that isn't what your plan does.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,9,866,-0.201657,-1
2493,"What your plan does is to duplicate what's already the law, which says if you are out of health insurance for three months, then you can end up getting continuous coverage and an insurance company can't deny you if you've -- if it's been under 90 days.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,47,867,0.0,1
2494,But that's already the law and that doesn't help the millions of people out there with preexisting conditions.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,18,868,-0.744514,1
2495,There's a reason why Governor Romney set up the plan that he did in Massachusetts.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,15,869,0.0,-1
2496,It wasn't a government takeover of health care.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,8,870,0.348916,1
2497,It was the largest expansion of private insurance.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,8,871,0.0,1
2498,"But what it does say is that ""insurers, you've got to take everybody.""",Barack Obama,President,DEMOCRAT,2012-10-03.txt,13,872,0.20419,-1
2499,"Now, that also means that you've got more customers.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,9,873,0.409724,-1
2500,"But when -- when Governor Romney says that he'll replace it with something, but can't detail how it will be in fact replaced and the reason he set up the system he did in Massachusetts was because there isn't a better way of dealing with the preexisting conditions problem.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,49,874,-0.45096,1
2501,"It just reminds me of, you know, he says that he's going to close deductions and loopholes for his tax plan.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,21,875,0.0,0
2502,"That's how it's going to be paid for, but we don't know the details.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,14,876,0.0,-1
2503,"He says that he's going to replace Dodd-Frank, Wall Street reform, but we don't know exactly which ones.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,18,877,0.0,0
2505,He now says he's going to replace Obamacare and ensure that all the good things that are in it are going to be in there and you don't have to worry.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,31,879,0.0,1
2506,"And at some point, I think the American people have to ask themselves, is the reason that Governor Romney is keeping all these plans to replace secret because they're too good?",Barack Obama,President,DEMOCRAT,2012-10-03.txt,31,880,0.822829,-1
2507,Is it -- is it because that somehow middle-class families are going to benefit too much from them?,Barack Obama,President,DEMOCRAT,2012-10-03.txt,18,881,0.0,-1
2509,"The reason is, is because, when we reform Wall Street, when we tackle the problem of pre-existing conditions, then, you know, these are tough problems and we've got to make choices.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,31,883,-0.272796,-1
2510,And the choices we've made have been ones that ultimately are benefiting middle-class families all across the country.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,18,884,-0.268574,1
2513,I -- I have to respond to that.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,8,887,-0.413281,-1
2515,"Which is -- which is my experience as a governor is if I come in and -- and lay down a piece of legislation and say, ""It's my way or the highway,"" I don't get a lot done.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,38,889,0.0,-1
2516,What I do is the same way that Tip O'Neill and Ronald Reagan worked together some years ago.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,18,890,0.0,-1
2517,"When Ronald Reagan ran for office, he laid out the principles that he was going to foster.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,17,891,0.0,-1
2518,He said he was going to lower tax rates.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,9,892,-0.655634,1
2519,He said he was going to broaden the base.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,9,893,0.0,0
2520,"You've said the same thing, you're going to simplify the tax code, broaden the base.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,15,894,0.0,1
2522,I want to bring down the tax burden on middle-income families.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,11,896,-0.788552,-1
2523,"And I'm going to work together with Congress to say, OK, what -- what are the various ways we could bring down deductions, for instance?",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,25,897,-0.564494,-1
2524,"One way, for instance, would be to have a single number.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,11,898,0.0,-1
2525,"Make up a number, $25,000, $50,000.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,6,899,0.0,-1
2526,Anybody can have deductions up to that amount.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,8,900,0.0,-1
2527,And then that number disappears for high-income people.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,8,901,-0.431611,1
2528,That's one way one could do it.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,7,902,0.0,-1
2529,One could follow Bowles-Simpson as a model and take deduction by deduction and make differences that way.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,17,903,0.211316,-1
2530,"There are alternatives to accomplish the objective I have, which is to bring down rates, broaden the base, simplify the code, and create incentives for growth.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,26,904,0.812686,-1
2531,"And with regards to health care, you had remarkable details with regards to my pre-existing condition plan.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,17,905,0.848558,1
2532,You obviously studied up on -- on my plan.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,9,906,0.0,-1
2533,"In fact, I do have a plan that deals with people with pre-existing conditions.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,14,907,0.0,-1
2534,That's part of my health care plan.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,7,908,0.709813,1
2535,And what we did in Massachusetts is a model for the nation state by state.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,15,909,0.0,-1
2536,And I said that at that time.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,7,910,0.0,0
2537,"The federal government taking over health care for the entire nation and whisking aside the 10th Amendment, which gives states the rights for these kinds of things, is not the course for America to have a stronger, more vibrant economy.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,40,911,0.495924,1
2544,"Well, I definitely think there are differences.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,7,918,0.574988,-1
2546,The first role of the federal government is to keep the American people safe.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,14,920,0.410505,-1
2547,That's its most basic function.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,5,921,0.543431,-1
2548,"And as commander-in-chief, that is something that I've worked on and thought about every single day that I've been in the Oval Office.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,23,922,0.0,-1
2549,"But I also believe that government has the capacity, the federal government has the capacity to help open up opportunity and create ladders of opportunity and to create frameworks where the American people can succeed.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,35,923,0.803894,-1
2550,"Look, the genius of America is the free enterprise system and freedom and the fact that people can go out there and start a business, work on an idea, make their own decisions.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,33,924,0.833723,-1
2551,"But as Abraham Lincoln understood, there are also some things we do better together.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,14,925,0.74637,-1
2552,"So, in the middle of the Civil War, Abraham Lincoln said, let's help to finance the Transcontinental Railroad, let's start the National Academy of Sciences, let's start land grant colleges, because we want to give these gateways of opportunity for all Americans, because if all Americans are getting opportunity, we're all going to be better off.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,56,926,0.878936,1
2553,That doesn't restrict people's freedom.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,5,927,-0.302804,-1
2555,And so what I've tried to do as president is to apply those same principles.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,15,929,-0.267369,-1
2556,And when it comes to education what I've said is we've got to reform schools that are not working.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,19,930,-0.31899,1
2557,We use something called Race to the Top.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,8,931,0.0,0
2558,"Wasn't a top-down approach, Governor.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,5,932,0.0,-1
2559,"What we've said is to states, we'll give you more money if you initiate reforms.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,15,933,0.0,1
2560,"And as a consequence, you had 46 states around the country who have made a real difference.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,17,934,0.0,1
2561,"But what I've also said is let's hire another 100,000 math and science teachers to make sure we maintain our technological lead and our people are skilled and able to succeed.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,31,935,0.875874,1
2562,And hard-pressed states right now can't all do that.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,9,936,-0.537109,-1
2563,"In fact we've seen layoffs of hundreds of thousands of teachers over the last several years, and Governor Romney doesn't think we need more teachers.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,25,937,-0.704297,1
2564,"I do, because I think that that is the kind of investment where the federal government can help.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,18,938,0.662218,-1
2565,"It can't do it all, but it can make a difference.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,11,939,0.0,-1
2566,And as a consequence we'll have a better trained workforce and that will create jobs because companies want to locate in places where we've got a skilled workforce.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,28,940,0.854838,-1
2569,"Well, first, I love great schools.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,6,943,0.859861,-1
2570,"Massachusetts, our schools are ranked number one of all 50 states.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,11,944,0.0,1
2571,"And the key to great schools, great teachers.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,8,945,0.805322,-1
2572,So I reject the idea that I don't believe in great teachers or more teachers.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,15,946,-0.678184,-1
2573,"Every school district, every state should make that decision on their own.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,12,947,-0.426855,-1
2574,The role of government: Look behind us.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,7,948,0.0,-1
2575,The Constitution and the Declaration of Independence.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,7,949,0.0,-1
2576,The role of government is to promote and protect the principles of those documents.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,14,950,0.0,-1
2578,"We have a responsibility to protect the lives and liberties of our people, and that means a military second to none.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,21,952,-0.237899,-1
2579,I do not believe in cutting our military.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,8,953,-0.65324,-1
2580,I believe in maintaining the strength of America's military.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,9,954,0.786894,-1
2581,"Second, in that line that says we are endowed by our creator with our rights, I believe we must maintain our commitment to religious tolerance and freedom in this country.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,30,955,0.6714,-1
2582,That statement also says that we are endowed by our creator with the right to pursue happiness as we choose.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,20,956,0.857814,0
2583,"I interpret that as, one, making sure that those people who are less fortunate and can't care for themselves are cared by -- by one another.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,26,957,0.0,-1
2584,"We're a nation that believes that we're all children of the same god and we care for those that have difficulties, those that are elderly and have problems and challenges, those that are disabled.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,34,958,-0.264641,-1
2586,"And we -- we look for discovery and innovation, all these things desired out of the American heart to provide the pursuit of happiness for our citizens.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,27,960,0.925458,-1
2587,But we also believe in maintaining for individuals the right to pursue their dreams and not to have the government substitute itself for the rights of free individuals.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,28,961,0.564046,-1
2588,"And what we're seeing right now is, in my view, a -- a trickle-down government approach, which has government thinking it can do a better job than free people pursuing their dreams.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,32,962,0.629731,-1
2590,And the proof of that is 23 million people out of work.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,12,964,-0.459595,1
2592,The proof of that is we've gone from 32 million on food stamps to 47 million on food stamps.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,19,966,-0.636896,1
2593,The proof of that is that 50 percent of college graduates this year can't find work.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,16,967,-0.734797,1
2595,We know that the path we're taking is not working.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,10,969,-0.283442,-1
2596,It's time for a new path.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,6,970,0.40984,-1
2601,"Well, the primary responsibility for education is -- is, of course, at the state and local level.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,17,975,0.829567,-1
2602,But the federal government also can play a very important role.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,11,976,0.291077,-1
2603,"And I -- and I agree with Secretary Arne Duncan, he's -- some ideas he's put forward on Race to the Top, not all of them, but some of them I agree with and -- and congratulate him for pursuing that.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,41,977,0.735201,-1
2604,The federal government can get local and -- and state schools to do a better job.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,16,978,0.512749,-1
2605,"My own view, by the way, is I've added to that.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,11,979,0.230321,-1
2606,"I happen to believe, I want the kids that are getting federal dollars from IDEA or Title I -- these are disabled kids or -- or -- or poor kids or -- or lower-income kids, rather, I want them to be able to go to the school of their choice.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,50,980,-0.844751,-1
2607,"So all federal funds, instead of going to the -- to the state or to the school district, I'd have go, if you will, follow the child and let the parent and the child decide where to send their -- their -- their student.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,44,981,-0.589026,-1
2609,"Well, as I've indicated, I think that it has a significant role to play.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,14,983,0.765881,-1
2610,"Through our Race to the Top program, we've worked with Republican and Democratic governors to initiate major reforms, and they're having an impact right now.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,25,984,0.746279,1
2612,"You know, this is where budgets matter, because budgets reflect choices.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,11,986,0.287533,1
2613,"So when Governor Romney indicates that he wants to cut taxes and potentially benefit folks like me and him, and to pay for it we're having to initiate significant cuts in federal support for education, that makes a difference.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,39,987,0.0,1
2614,"You know, his -- his running mate, Congressman Ryan, put forward a budget that reflects many of the principles that Governor Romney's talked about.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,24,988,0.0,1
2615,And it wasn't very detailed.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,5,989,-0.299793,-1
2616,This seems to be a trend.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,6,990,-0.53332,-1
2617,"But -- but what it did do is to -- if you extrapolated how much money we're talking about, you'd look at cutting the education budget by up to 20 percent.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,31,991,-0.675212,1
2618,"When it comes to community colleges, we are seeing great work done out there all over the country because we have the opportunity to train people for jobs that exist right now.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,32,992,0.795621,-1
2619,And one of the things I suspect Governor Romney and I probably agree on is getting businesses to work with community colleges so that they're setting up their training programs...,Barack Obama,President,DEMOCRAT,2012-10-03.txt,30,993,0.0,-1
2621,Let me just finish the point.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,6,995,0.0,-1
2623,The -- where they're partnering so that they're designing training programs.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,11,997,0.376576,-1
2624,And people who are going through them know that there's a job waiting for them if they complete it.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,19,998,0.236425,-1
2625,"That makes a big difference, but that requires some federal support.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,11,999,0.0,1
2626,Let me just say one final example.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,7,1000,0.0,-1
2627,"When it comes to making college affordable, whether it's two-year or four-year, one of the things that I did as president was we were sending $60 billion to banks and lenders as middlemen for the student loan program, even though the loans were guaranteed.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,44,1001,0.0,1
2628,"So there was no risk for the banks or the lenders, but they were taking billions out of the system.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,20,1002,-0.54385,1
2629,"And we said, ""Why not cut out the middleman?""",Barack Obama,President,DEMOCRAT,2012-10-03.txt,9,1003,-0.422291,-1
2630,"And as a consequence, what we've been able to do is to provide millions more students assistance, lower or keep low interest rates on student loans.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,26,1004,0.0,1
2631,And this is an example of where our priorities make a difference.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,12,1005,0.63175,-1
2632,"Governor Romney, I genuinely believe cares about education, but when he tells a student that, you know, ""you should borrow money from your parents to go to college,"" you know, that indicates the degree to which, you know, there may not be as much of a focus on the fact that folks like myself, folks like Michelle, kids probably who attend University of Denver, just don't have that option.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,69,1006,0.242653,0
2633,"And for us to be able to make sure that they've got that opportunity and they can walk through that door, that is vitally important not just to those kids.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,30,1007,0.65275,-1
2634,It's how we're going to grow this economy over the long term.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,12,1008,0.0,-1
2638,"Mr. President, Mr. President, you're entitled as the president to your own airplane and to your own house, but not to your own facts.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,24,1012,-0.360425,-1
2639,"All right, I'm not going to cut education funding.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,9,1013,-0.250122,-1
2640,I don't have any plan to cut education funding and -- and grants that go to people going to college.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,20,1014,-0.430381,-1
2641,I'm planning on (inaudible) to grow.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,6,1015,0.0,-1
2642,So I'm not planning on making changes there.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,8,1016,-0.481042,-1
2643,"But you make a very good point, which is that the place you put your money just makes a pretty clear indication of where your heart is.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,27,1017,0.966256,-1
2644,You put $90 billion into -- into green jobs.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,9,1018,-0.334678,1
2645,"And I -- look, I'm all in favor of green energy.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,11,1019,0.75785,-1
2646,"$90 billion, that would have -- that would have hired 2 million teachers.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,13,1020,-0.378296,1
2648,"And these businesses, many of them have gone out of business, I think about half of them, of the ones have been invested in have gone out of business.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,29,1022,-0.631302,1
2649,A number of them happened to be owned by people who were contributors to your campaigns.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,16,1023,-0.298126,1
2650,"Look, the right course for America's government, we were talking about the role of government, is not to become the economic player, picking winners and losers, telling people what kind of health treatment they can receive, taking over the health care system that has existed in this country for a long, long time and has produced the best health records in the world.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,63,1024,0.876111,1
2651,"The right answer for government is say, How do we make the private sector become more efficient and more effective?",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,20,1025,0.920544,-1
2652,How do we get schools to be more competitive?,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,9,1026,0.0,-1
2654,"I propose we grade our schools so parents know which schools are succeeding and failing, so they can take their child to a -- to a school that he's being more successful.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,32,1028,-0.527927,-1
2655,I don't want to cut our commitment to education.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,9,1029,0.0,-1
2656,I wanted to make it more effective and efficient.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,9,1030,0.708964,-1
2657,"And by the way, I've had that experience.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,8,1031,0.233682,0
2658,I don't just talk about it.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,6,1032,-0.493724,-1
2660,Massachusetts schools are ranked number one in the nation.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,9,1034,0.0,1
2661,This is not because I didn't have commitment to education.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,10,1035,-0.516719,-1
2662,It's because I care about education for all of our kids.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,11,1036,0.0,-1
2669,You've done a great job.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,5,1043,0.710303,-1
2677,"Jim, I had the great experience -- it didn't seem like it at the time -- of being elected in a state where my legislature was 87 percent Democrat.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,29,1051,0.0,0
2678,And that meant I figured out from day one I had to get along and I had to work across the aisle to get anything done.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,26,1052,-0.483329,-1
2679,We drove our schools to be number one in the nation.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,11,1053,0.0,-1
2680,We cut taxes 19 times.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,5,1054,-0.310498,1
2682,"We -- as president, I will sit on day one -- actually, the day after I get elected -- I'll sit down with leaders -- the Democratic leaders, as well as Republican leaders, and continue -- as we did in my state -- we met every Monday for a couple hours, talked about the issues and the challenges in the -- in the -- in our state in that case.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,70,1056,0.0,0
2683,"We have to work on a collaborative basis, not because we're going to compromise our principle, but because there's common ground.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,21,1057,-0.317021,-1
2684,"And the challenges America faces right now -- look, the reason I'm in this race is there are people that are really hurting today in this country.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,27,1058,-0.76064,-1
2685,And we face -- this deficit could crush the future generations.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,11,1059,-0.691929,-1
2686,"What's happening in the Middle East, there are developments around the world that are of real concern.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,17,1060,-0.658797,-1
2689,But we need to have leadership -- leadership in Washington that will actually bring people together and get the job done and could not care less if -- if it's a Republican or a Democrat.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,35,1063,0.425705,-1
2693,"Well, first of all, I think Governor Romney's going to have a busy first day, because he's also going to repeal Obamacare, which will not be very popular among Democrats as you're sitting down with them.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,36,1067,-0.697346,-1
2695,"But, look, my philosophy has been, I will take ideas from anybody, Democrat or Republican, as long as they're advancing the cause of making middle-class families stronger and giving ladders of opportunity to the middle class.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,36,1069,0.42452,-1
2696,That's how we cut taxes for middle- class families and small businesses.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,12,1070,-0.548901,-1
2697,That's how we cut a trillion dollars of spending that wasn't advancing that cause.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,14,1071,-0.657389,1
2698,That's how we signed three trade deals into law that are helping us to double our exports and sell more American products around the world.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,25,1072,0.759014,1
